RecvTime,oldRecvTime,SendTime,oldSendTime
23342196,23341164,23337756,23337739
23343359,23342196,23337788,23337756
23344522,23343359,23337805,23337788
23345899,23344522,23337821,23337805
23347308,23345899,23337838,23337821
23374210,23347308,23362381,23337838
23375832,23374210,23373735,23362381
23377372,23375832,23373768,23373735
23378208,23377372,23373800,23373768
23379338,23378208,23373817,23373800
23380436,23379338,23373833,23373817
23381845,23380436,23373850,23373833
23383303,23381845,23373866,23373850
23406175,23383303,23394018,23373866
23407568,23406175,23405733,23394018
23409206,23407568,23405766,23405733
23410157,23409206,23405798,23405766
23411320,23410157,23405815,23405798
23412401,23411320,23405831,23405815
23413892,23412401,23405848,23405831
23415416,23413892,23405880,23405848
23438190,23415416,23433045,23405880
23439615,23438190,23437665,23433045
23441155,23439615,23437714,23437665
23442433,23441155,23437731,23437714
23443498,23442433,23437747,23437731
23444612,23443498,23437764,23437747
23446185,23444612,23437796,23437764
23447741,23446185,23437813,23437796
23474120,23447741,23461930,23437813
23475643,23474120,23473694,23461930
23477167,23475643,23473759,23473694
23478183,23477167,23473792,23473759
23479264,23478183,23473825,23473792
23480313,23479264,23473874,23473825
23482000,23480313,23473939,23473874
23483459,23482000,23473989,23473939
23506232,23483459,23494796,23473989
23507789,23506232,23505774,23494796
23509165,23507789,23505806,23505774
23510230,23509165,23505839,23505806
23511672,23510230,23505856,23505839
23512786,23511672,23505872,23505856
23514441,23512786,23505888,23505872
23515850,23514441,23505921,23505888
23538165,23515850,23525582,23505921
23539525,23538165,23537673,23525582
23540753,23539525,23537722,23537673
23541900,23540753,23537739,23537722
23543014,23541900,23537772,23537739
23544129,23543014,23537788,23537772
23545505,23544129,23537804,23537788
23546947,23545505,23537821,23537804
23570163,23546947,23562429,23537821
23571654,23570163,23569671,23562429
23573014,23571654,23569720,23569671
23574210,23573014,23569737,23569720
23575537,23574210,23569769,23569737
23576798,23575537,23569786,23569769
23578568,23576798,23569802,23569786
23579829,23578568,23569819,23569802
23606175,23579829,23594018,23569819
23607600,23606175,23605716,23594018
23609337,23607600,23605765,23605716
23610484,23609337,23605798,23605765
23611516,23610484,23605831,23605798
23612909,23611516,23605863,23605831
23614547,23612909,23605880,23605863
23616005,23614547,23605913,23605880
23638091,23616005,23626376,23605913
23639647,23638091,23637632,23626376
23641220,23639647,23637681,23637632
23642416,23641220,23637698,23637681
23643366,23642416,23637714,23637698
23644562,23643366,23637747,23637714
23646250,23644562,23637763,23637747
23647675,23646250,23637779,23637763
23670220,23647675,23664010,23637779
23671793,23670220,23669745,23664010
23673546,23671793,23669777,23669745
23674758,23673546,23669843,23669777
23675643,23674758,23669859,23669843
23677150,23675643,23669876,23669859
23678772,23677150,23669892,23669876
23680247,23678772,23669925,23669892
23706183,23680247,23695353,23669925
23707510,23706183,23705724,23695353
23709148,23707510,23705773,23705724
23710180,23709148,23705789,23705773
23711327,23710180,23705822,23705789
23712540,23711327,23705839,23705822
23714227,23712540,23705855,23705839
23715735,23714227,23705871,23705855
23738213,23715735,23726122,23705871
23739442,23738213,23737738,23726122
23740818,23739442,23737787,23737738
23742080,23740818,23737804,23737787
23743194,23742080,23737820,23737804
23744505,23743194,23737837,23737820
23746078,23744505,23737853,23737837
23747520,23746078,23737886,23737853
23770031,23747520,23757432,23737886
23771620,23770031,23769654,23757432
23773292,23771620,23769703,23769654
23774242,23773292,23769720,23769703
23775159,23774242,23769753,23769720
23776241,23775159,23769769,23769753
23777764,23776241,23769785,23769769
23779075,23777764,23769802,23769785
23802127,23779075,23796491,23769802
23803405,23802127,23801685,23796491
23804618,23803405,23801718,23801685
23805847,23804618,23801734,23801718
23806977,23805847,23801751,23801734
23808304,23806977,23801783,23801751
23809795,23808304,23801800,23801783
23811073,23809795,23801832,23801800
23838123,23811073,23828817,23801832
23839532,23838123,23837681,23828817
23841154,23839532,23837713,23837681
23842334,23841154,23837730,23837713
23843399,23842334,23837763,23837730
23844414,23843399,23837779,23837763
23845709,23844414,23837795,23837779
23847134,23845709,23837812,23837795
23870121,23847134,23859340,23837812
23871530,23870121,23869695,23859340
23873152,23871530,23869744,23869695
23874266,23873152,23869761,23869744
23875331,23874266,23869777,23869761
23876380,23875331,23869793,23869777
23877772,23876380,23869826,23869793
23879132,23877772,23869842,23869826
23902119,23879132,23896286,23869842
23903708,23902119,23901644,23896286
23905527,23903708,23901677,23901644
23906625,23905527,23901693,23901677
23907739,23906625,23901726,23901693
23908738,23907739,23901742,23901726
23910032,23908738,23901758,23901742
23911376,23910032,23901775,23901758
23938180,23911376,23928759,23901775
23939737,23938180,23937705,23928759
23941326,23939737,23937771,23937705
23942522,23941326,23937820,23937771
23943816,23942522,23937852,23937820
23944947,23943816,23937885,23937852
23946503,23944947,23937967,23937885
23947830,23946503,23937984,23937967
23970145,23947830,23960151,23937984
23971735,23970145,23969719,23960151
23973291,23971735,23969768,23969719
23974536,23973291,23969785,23969768
23975732,23974536,23969801,23969785
23976863,23975732,23969818,23969801
23978354,23976863,23969850,23969818
23979927,23978354,23969867,23969850
24002195,23979927,23991625,23969867
24003751,24002195,24001720,23991625
24005373,24003751,24001785,24001720
24006406,24005373,24001818,24001785
24007536,24006406,24001900,24001818
24008716,24007536,24001933,24001900
24010289,24008716,24001998,24001933
24011763,24010289,24002031,24001998
24034062,24011763,24027344,24002031
24035635,24034062,24033701,24027344
24037126,24035635,24033767,24033701
24038518,24037126,24033816,24033767
24039501,24038518,24033849,24033816
24040747,24039501,24033914,24033849
24042434,24040747,24033931,24033914
24043827,24042434,24033996,24033931
24070156,24043827,24060522,24033996
24071663,24070156,24069713,24060522
24073236,24071663,24069746,24069713
24074252,24073236,24069763,24069746
24075399,24074252,24069795,24069763
24076414,24075399,24069812,24069795
24077955,24076414,24069828,24069812
24079544,24077955,24069844,24069828
24102121,24079544,24091389,24069844
24103710,24102121,24101662,24091389
24105250,24103710,24101711,24101662
24106233,24105250,24101728,24101711
24107364,24106233,24101744,24101728
24108642,24107364,24101777,24101744
24110313,24108642,24101793,24101777
24111722,24110313,24101810,24101793
24134103,24111722,24128794,24101810
24135757,24134103,24133627,24128794
24137248,24135757,24133677,24133627
24138330,24137248,24133693,24133677
24139427,24138330,24133709,24133693
24140787,24139427,24133726,24133709
24142442,24140787,24133758,24133726
24144015,24142442,24133775,24133758
24170180,24144015,24159907,24133775
24171606,24170180,24169689,24159907
24173424,24171606,24169738,24169689
24174489,24173424,24169754,24169738
24175702,24174489,24169771,24169754
24176914,24175702,24169803,24169771
24178503,24176914,24169820,24169803
24180076,24178503,24169836,24169820
24202145,24180076,24191184,24169836
24203554,24202145,24201670,24191184
24205438,24203554,24201719,24201670
24206585,24205438,24201736,24201719
24207732,24206585,24201752,24201736
24208928,24207732,24201785,24201752
24210681,24208928,24201801,24201785
24212303,24210681,24201818,24201801
24234143,24212303,24222969,24201818
24235749,24234143,24233668,24222969
24237355,24235749,24233734,24233668
24238600,24237355,24233750,24233734
24239583,24238600,24233783,24233750
24240992,24239583,24233799,24233783
24243023,24240992,24233848,24233799
24244678,24243023,24233947,24233848
24266125,24244678,24259964,24233947
24267599,24266125,24265633,24259964
24269271,24267599,24265666,24265633
24270368,24269271,24265781,24265666
24271548,24270368,24265797,24265781
24272777,24271548,24265830,24265797
24274268,24272777,24265846,24265830
24275824,24274268,24265895,24265846
24302235,24275824,24290570,24265895
24303792,24302235,24301727,24290570
24305217,24303792,24301776,24301727
24306331,24305217,24301793,24301776
24307363,24306331,24301809,24301793
24308592,24307363,24301826,24301809
24310312,24308592,24301858,24301826
24311934,24310312,24301875,24301858
24334200,24311934,24321634,24301875
24335708,24334200,24333725,24321634
24337084,24335708,24333791,24333725
24337952,24337084,24333824,24333791
24339034,24337952,24333856,24333824
24340344,24339034,24333873,24333856
24342065,24340344,24333889,24333873
24343638,24342065,24333905,24333889
24366116,24343638,24359956,24333905
24367755,24366116,24365625,24359956
24369393,24367755,24365674,24365625
24370737,24369393,24365707,24365674
24371654,24370737,24365740,24365707
24372998,24371654,24365772,24365740
24374734,24372998,24365805,24365772
24376160,24374734,24365838,24365805
24402210,24376160,24390692,24365838
24403636,24402210,24401719,24390692
24405176,24403636,24401752,24401719
24406257,24405176,24401784,24401752
24407355,24406257,24401801,24401784
24408649,24407355,24401817,24401801
24410124,24408649,24401833,24401817
24411746,24410124,24401866,24401833
24434192,24411746,24422756,24401866
24435585,24434192,24433733,24422756
24437452,24435585,24433766,24433733
24438747,24437452,24433799,24433766
24439926,24438747,24433815,24433799
24441073,24439926,24433831,24433815
24442482,24441073,24433848,24433831
24444088,24442482,24433881,24433848
24466190,24444088,24454836,24433881
24467714,24466190,24465682,24454836
24469450,24467714,24465731,24465682
24470433,24469450,24465747,24465731
24471400,24470433,24465764,24465747
24472662,24471400,24465797,24465764
24474087,24472662,24465813,24465797
24475447,24474087,24465829,24465813
24498155,24475447,24491552,24465829
24499728,24498155,24497680,24491552
24501350,24499728,24497713,24497680
24502579,24501350,24497745,24497713
24503660,24502579,24497762,24497745
24504627,24503660,24497778,24497762
24505937,24504627,24497795,24497778
24507412,24505937,24497827,24497795
24534200,24507412,24521256,24497827
24535724,24534200,24533725,24521256
24537247,24535724,24533757,24533725
24538296,24537247,24533774,24533757
24539361,24538296,24533807,24533774
24540377,24539361,24533823,24533807
24541753,24540377,24533839,24533823
24543358,24541753,24533856,24533839
24566198,24543358,24554942,24533856
24567787,24566198,24565706,24554942
24569540,24567787,24565755,24565706
24570523,24569540,24565788,24565755
24571637,24570523,24565821,24565788
24572735,24571637,24565854,24565821
24574078,24572735,24565886,24565854
24575569,24574078,24565952,24565886
24598114,24575569,24591953,24565952
24599687,24598114,24597671,24591953
24601505,24599687,24597721,24597671
24602472,24601505,24597737,24597721
24603652,24602472,24597753,24597737
24604684,24603652,24597786,24597753
24606289,24604684,24597803,24597786
24607780,24606289,24597819,24597803
24634208,24607780,24621527,24597819
24635650,24634208,24633716,24621527
24637091,24635650,24633765,24633716
24638353,24637091,24633798,24633765
24639287,24638353,24633815,24633798
24640499,24639287,24633847,24633815
24642105,24640499,24633864,24633847
24643547,24642105,24633880,24633864
24666222,24643547,24653819,24633880
24667893,24666222,24665698,24653819
24669564,24667893,24665747,24665698
24670629,24669564,24665763,24665747
24671973,24670629,24665780,24665763
24673202,24671973,24665796,24665780
24674824,24673202,24665812,24665796
24676347,24674824,24665845,24665812
24698171,24676347,24687013,24665845
24699809,24698171,24697729,24687013
24701579,24699809,24697778,24697729
24702775,24701579,24697794,24697778
24703889,24702775,24697827,24697794
24705200,24703889,24697843,24697827
24706822,24705200,24697860,24697843
24708313,24706822,24697876,24697860
24730202,24708313,24724516,24697876
24731774,24730202,24729710,24724516
24733691,24731774,24729743,24729710
24734756,24733691,24729792,24729743
24735936,24734756,24729825,24729792
24737280,24735936,24729841,24729825
24739065,24737280,24729858,24729841
24740556,24739065,24729874,24729858
24766263,24740556,24757727,24729874
24767868,24766263,24765837,24757727
24769474,24767868,24765886,24765837
24770441,24769474,24765919,24765886
24771686,24770441,24765935,24765919
24772980,24771686,24765984,24765935
24774520,24772980,24766017,24765984
24776126,24774520,24766033,24766017
24798310,24776126,24786120,24766033
24799850,24798310,24797736,24786120
24801685,24799850,24797786,24797736
24802684,24801685,24797802,24797786
24803897,24802684,24797818,24797802
24805306,24803897,24797835,24797818
24806780,24805306,24797868,24797835
24808419,24806780,24797884,24797868
24830177,24808419,24825049,24797884
24831553,24830177,24829669,24825049
24833388,24831553,24829702,24829669
24834764,24833388,24829718,24829702
24835960,24834764,24829751,24829718
24837402,24835960,24829767,24829751
24839139,24837402,24829784,24829767
24840450,24839139,24829800,24829784
24866222,24840450,24853950,24829800
24867598,24866222,24865714,24853950
24869236,24867598,24865746,24865714
24870498,24869236,24865779,24865746
24871841,24870498,24865796,24865779
24873250,24871841,24865812,24865796
24875020,24873250,24865828,24865812
24876462,24875020,24865845,24865828
24898203,24876462,24885997,24865845
24899629,24898203,24897728,24885997
24901201,24899629,24897794,24897728
24902496,24901201,24897810,24897794
24903888,24902496,24897826,24897810
24905265,24903888,24897859,24897826
24906903,24905265,24897875,24897859
24908181,24906903,24897892,24897875
24930201,24908181,24919175,24897892
24931758,24930201,24929677,24919175
24933281,24931758,24929710,24929677
24934232,24933281,24929726,24929710
24935526,24934232,24929742,24929726
24937050,24935526,24929775,24929742
24938672,24937050,24929792,24929775
24940048,24938672,24929808,24929792
24962150,24940048,24955252,24929808
24963559,24962150,24961708,24955252
24965246,24963559,24961757,24961708
24966230,24965246,24961789,24961757
24967671,24966230,24961822,24961789
24969129,24967671,24961855,24961822
24970735,24969129,24961888,24961855
24971866,24970735,24961937,24961888
24998227,24971866,24986824,24961937
24999899,24998227,24997720,24986824
25001343,24999899,24997752,24997720
25002490,25001343,24997785,24997752
25003997,25002490,24997801,24997785
25005357,25003997,24997818,24997801
25007012,25005357,24997834,24997818
25008585,25007012,24997851,24997834
25030179,25008585,25020004,24997851
25031801,25030179,25029687,25020004
25033472,25031801,25029720,25029687
25034684,25033472,25029753,25029720
25036159,25034684,25029769,25029753
25037732,25036159,25029786,25029769
25039239,25037732,25029802,25029786
25040550,25039239,25029835,25029802
25062144,25040550,25053903,25029835
25063782,25062144,25061718,25053903
25065388,25063782,25061767,25061718
25066797,25065388,25061784,25061767
25068370,25066797,25061800,25061784
25069959,25068370,25061833,25061800
25071516,25069959,25061849,25061833
25072892,25071516,25061865,25061849
25098205,25072892,25087867,25061865
25099565,25098205,25097714,25087867
25101171,25099565,25097763,25097714
25102481,25101171,25097779,25097763
25103989,25102481,25097812,25097779
25105578,25103989,25097828,25097812
25107053,25105578,25097845,25097828
25108494,25107053,25097861,25097845
25130170,25108494,25118145,25097861
25131743,25130170,25129695,25118145
25133480,25131743,25129728,25129695
25134660,25133480,25129761,25129728
25136134,25134660,25129777,25129761
25137576,25136134,25129794,25129777
25139280,25137576,25129826,25129794
25140804,25139280,25129843,25129826
25162136,25140804,25151257,25129843
25163790,25162136,25161693,25151257
25165511,25163790,25161742,25161693
25166756,25165511,25161759,25161742
25168493,25166756,25161775,25161759
25170164,25168493,25161792,25161775
25171819,25170164,25161824,25161792
25173539,25171819,25161841,25161824
25194150,25173539,25186482,25161841
25195526,25194150,25193675,25186482
25197165,25195526,25193724,25193675
25198279,25197165,25193740,25193724
25199917,25198279,25193757,25193740
25201605,25199917,25193773,25193757
25203276,25201605,25193806,25193773
25204570,25203276,25193822,25193806
25230260,25204570,25218021,25193822
25231751,25230260,25229752,25218021
25233324,25231751,25229785,25229752
25234323,25233324,25229801,25229785
25236027,25234323,25229834,25229801
25237551,25236027,25229851,25229834
25238960,25237551,25229867,25229851
25240418,25238960,25229883,25229867
25262160,25240418,25252444,25229883
25263569,25262160,25261718,25252444
25265289,25263569,25261767,25261718
25266502,25265289,25261799,25261767
25267829,25266502,25261832,25261799
25269352,25267829,25261865,25261832
25270876,25269352,25261881,25261865
25272285,25270876,25261947,25261881
25294141,25272285,25282820,25261947
25295600,25294141,25293683,25282820
25297156,25295600,25293715,25293683
25298401,25297156,25293732,25293715
25299597,25298401,25293748,25293732
25300974,25299597,25293781,25293748
25302465,25300974,25293797,25293781
25304119,25302465,25293814,25293797
25330153,25304119,25321077,25293814
25331644,25330153,25329695,25321077
25332972,25331644,25329744,25329695
25334315,25332972,25329760,25329744
25335593,25334315,25329777,25329760
25336920,25335593,25329793,25329777
25338558,25336920,25329826,25329793
25340066,25338558,25329842,25329826
25362250,25340066,25350208,25329842
25363839,25362250,25361742,25350208
25365297,25363839,25361791,25361742
25366411,25365297,25361807,25361791
25367460,25366411,25361840,25361807
25369098,25367460,25361857,25361840
25370704,25369098,25361873,25361857
25372211,25370704,25361889,25361873
25394117,25372211,25382369,25361889
25395935,25394117,25393691,25382369
25397475,25395935,25393723,25393691
25398589,25397475,25393756,25393723
25399851,25398589,25393773,25393756
25401408,25399851,25393789,25393773
25402898,25401408,25393805,25393789
25404406,25402898,25393838,25393805
25426180,25404406,25419954,25393838
25427950,25426180,25425689,25419954
25429768,25427950,25425721,25425689
25430800,25429768,25425738,25425721
25431931,25430800,25425754,25425738
25433405,25431931,25425787,25425754
25434962,25433405,25425803,25425787
25436387,25434962,25425820,25425803
25462209,25436387,25451133,25425820
25463831,25462209,25461717,25451133
25465534,25463831,25461766,25461717
25466583,25465534,25461783,25461766
25467746,25466583,25461815,25461783
25469352,25467746,25461832,25461815
25471023,25469352,25461881,25461832
25472596,25471023,25461963,25461881
25494157,25472596,25481705,25461963
25495747,25494157,25493715,25481705
25497401,25495747,25493748,25493715
25498515,25497401,25493764,25493748
25499515,25498515,25493797,25493764
25500989,25499515,25493813,25493797
25502480,25500989,25493830,25493813
25504119,25502480,25493846,25493830
25526188,25504119,25515751,25493846
25527826,25526188,25525664,25515751
25529514,25527826,25525713,25525664
25530726,25529514,25525746,25525713
25531988,25530726,25525778,25525746
25533348,25531988,25525828,25525778
25535003,25533348,25525860,25525828
25536526,25535003,25525926,25525860
25562216,25536526,25550486,25525926
25563527,25562216,25561725,25550486
25565379,25563527,25561758,25561725
25566542,25565379,25561790,25561758
25567918,25566542,25561807,25561790
25569049,25567918,25561823,25561807
25570490,25569049,25561840,25561823
25571850,25570490,25561872,25561840
25594214,25571850,25584024,25561872
25595918,25594214,25593772,25584024
25597295,25595918,25593805,25593772
25598392,25597295,25593821,25593805
25599359,25598392,25593854,25593821
25600834,25599359,25593870,25593854
25601997,25600834,25593887,25593870
25603488,25601997,25593903,25593887
25626130,25603488,25614334,25593903
25627802,25626130,25625704,25614334
25629374,25627802,25625754,25625704
25630603,25629374,25625770,25625754
25631717,25630603,25625786,25625770
25633225,25631717,25625803,25625786
25634798,25633225,25625819,25625803
25636043,25634798,25625852,25625819
25658161,25636043,25650788,25625852
25659472,25658161,25657670,25650788
25661241,25659472,25657735,25657670
25662470,25661241,25657784,25657735
25663666,25662470,25657817,25657784
25664895,25663666,25657850,25657817
25666419,25664895,25657948,25657850
25668008,25666419,25657981,25657948
25694173,25668008,25682950,25657981
25695828,25694173,25693714,25682950
25697499,25695828,25693764,25693714
25698646,25697499,25693780,25693764
25699613,25698646,25693796,25693780
25700923,25699613,25693813,25693796
25702578,25700923,25693846,25693813
25703987,25702578,25693862,25693846
25726155,25703987,25716947,25693862
25727744,25726155,25725696,25716947
25729563,25727744,25725745,25725696
25730693,25729563,25725778,25725745
25731725,25730693,25725794,25725778
25733020,25731725,25725811,25725794
25734412,25733020,25725843,25725811
25735789,25734412,25725860,25725843
25758153,25735789,25748879,25725860
25759808,25758153,25757661,25748879
25761479,25759808,25757727,25757661
25762691,25761479,25757776,25757727
25763789,25762691,25757809,25757776
25764919,25763789,25757858,25757809
25766230,25764919,25757923,25757858
25767606,25766230,25757956,25757923
25790216,25767606,25784171,25757956
25792018,25790216,25789708,25784171
25793542,25792018,25789757,25789708
25794738,25793542,25789774,25789757
25795869,25794738,25789790,25789774
25797081,25795869,25789807,25789790
25798474,25797081,25789823,25789807
25799948,25798474,25789856,25789823
25826163,25799948,25816939,25789856
25827981,25826163,25825704,25816939
25829652,25827981,25825753,25825704
25830767,25829652,25825769,25825753
25832094,25830767,25825786,25825769
25833191,25832094,25825802,25825786
25834519,25833191,25825835,25825802
25835813,25834519,25825851,25825835
25858144,25835813,25846856,25825851
25859602,25858144,25857669,25846856
25861290,25859602,25857702,25857669
25862502,25861290,25857735,25857702
25863567,25862502,25857751,25857735
25864813,25863567,25857767,25857751
25866156,25864813,25857784,25857767
25867631,25866156,25857817,25857784
25890175,25867631,25884621,25857817
25891764,25890175,25889716,25884621
25893485,25891764,25889765,25889716
25894599,25893485,25889782,25889765
25895844,25894599,25889798,25889782
25897220,25895844,25889815,25889798
25898580,25897220,25889847,25889815
25899940,25898580,25889864,25889847
25926105,25899940,25914948,25889864
25927416,25926105,25925712,25914948
25929202,25927416,25925761,25925712
25930398,25929202,25925777,25925761
25931414,25930398,25925794,25925777
25932577,25931414,25925810,25925794
25934100,25932577,25925827,25925810
25935460,25934100,25925859,25925827
25958152,25935460,25947191,25925859
25959627,25958152,25957677,25947191
25961265,25959627,25957710,25957677
25962281,25961265,25957743,25957710
25963543,25962281,25957759,25957743
25964739,25963543,25957775,25957759
25966393,25964739,25957792,25957775
25967819,25966393,25957825,25957792
25990134,25967819,25977895,25957825
25991674,25990134,25989675,25977895
25993329,25991674,25989708,25989675
25994492,25993329,25989724,25989708
25995606,25994492,25989757,25989724
